Tran	Gene
ENSRNOT00000030152	ENSRNOG00000026679
ENSRNOT00000030159	ENSRNOG00000023881
ENSRNOT00000030161	ENSRNOG00000027061
ENSRNOT00000030162	ENSRNOG00000022729
ENSRNOT00000030164	ENSRNOG00000028214
ENSRNOT00000030170	ENSRNOG00000023094
ENSRNOT00000030173	ENSRNOG00000022022
ENSRNOT00000030174	ENSRNOG00000060412
ENSRNOT00000030186	ENSRNOG00000021133
ENSRNOT00000030192	ENSRNOG00000021232
ENSRNOT00000030199	ENSRNOG00000026112
ENSRNOT00000030203	ENSRNOG00000025384
ENSRNOT00000030221	ENSRNOG00000023086
ENSRNOT00000030222	ENSRNOG00000022229
ENSRNOT00000030224	ENSRNOG00000008463
ENSRNOT00000030228	ENSRNOG00000026248
ENSRNOT00000030229	ENSRNOG00000025843
ENSRNOT00000030244	ENSRNOG00000021475
ENSRNOT00000030246	ENSRNOG00000033688
ENSRNOT00000030251	ENSRNOG00000001073
ENSRNOT00000030259	ENSRNOG00000015598
ENSRNOT00000030268	ENSRNOG00000042555
ENSRNOT00000030273	ENSRNOG00000039350
ENSRNOT00000030279	ENSRNOG00000021399
ENSRNOT00000030290	ENSRNOG00000027087
ENSRNOT00000030295	ENSRNOG00000024046
ENSRNOT00000030300	ENSRNOG00000003213
ENSRNOT00000030304	ENSRNOG00000024342
ENSRNOT00000030314	ENSRNOG00000022614
ENSRNOT00000030319	ENSRNOG00000022150
ENSRNOT00000030320	ENSRNOG00000024986
ENSRNOT00000030321	ENSRNOG00000023762
ENSRNOT00000030324	ENSRNOG00000022153
ENSRNOT00000030327	ENSRNOG00000021478
ENSRNOT00000030328	ENSRNOG00000025157
ENSRNOT00000030329	ENSRNOG00000025587
ENSRNOT00000030332	ENSRNOG00000039141
ENSRNOT00000030340	ENSRNOG00000022153
ENSRNOT00000030341	ENSRNOG00000028225
ENSRNOT00000030343	ENSRNOG00000028688
ENSRNOT00000030344	ENSRNOG00000018568
ENSRNOT00000030348	ENSRNOG00000028598
ENSRNOT00000030352	ENSRNOG00000022837
ENSRNOT00000030370	ENSRNOG00000024056
ENSRNOT00000030373	ENSRNOG00000027502
ENSRNOT00000030377	ENSRNOG00000024298
ENSRNOT00000030379	ENSRNOG00000027286
ENSRNOT00000030399	ENSRNOG00000026994
ENSRNOT00000030400	ENSRNOG00000027601
ENSRNOT00000030413	ENSRNOG00000023090
ENSRNOT00000030425	ENSRNOG00000027871
ENSRNOT00000030426	ENSRNOG00000025934
ENSRNOT00000030428	ENSRNOG00000023529
ENSRNOT00000030440	ENSRNOG00000029022
ENSRNOT00000030442	ENSRNOG00000027510
ENSRNOT00000030445	ENSRNOG00000027831
ENSRNOT00000030449	ENSRNOG00000022143
ENSRNOT00000030453	ENSRNOG00000007905
ENSRNOT00000030458	ENSRNOG00000024867
ENSRNOT00000030460	ENSRNOG00000028187
ENSRNOT00000030461	ENSRNOG00000027590
ENSRNOT00000030462	ENSRNOG00000010345
ENSRNOT00000030470	ENSRNOG00000028366
ENSRNOT00000030474	ENSRNOG00000026902
ENSRNOT00000030476	ENSRNOG00000025704
ENSRNOT00000030479	ENSRNOG00000023533
ENSRNOT00000030485	ENSRNOG00000027088
ENSRNOT00000030489	ENSRNOG00000026180
ENSRNOT00000030491	ENSRNOG00000022273
ENSRNOT00000030497	ENSRNOG00000001448
ENSRNOT00000030501	ENSRNOG00000024964
ENSRNOT00000030502	ENSRNOG00000024904
ENSRNOT00000030511	ENSRNOG00000011411
ENSRNOT00000030517	ENSRNOG00000016204
ENSRNOT00000030518	ENSRNOG00000026884
ENSRNOT00000030519	ENSRNOG00000022736
ENSRNOT00000030532	ENSRNOG00000025130
ENSRNOT00000030540	ENSRNOG00000024712
ENSRNOT00000030545	ENSRNOG00000025244
ENSRNOT00000030558	ENSRNOG00000022860
ENSRNOT00000030559	ENSRNOG00000028185
ENSRNOT00000030569	ENSRNOG00000026643
ENSRNOT00000030573	ENSRNOG00000026192
ENSRNOT00000030579	ENSRNOG00000022462
ENSRNOT00000030583	ENSRNOG00000028198
ENSRNOT00000030588	ENSRNOG00000021938
ENSRNOT00000030597	ENSRNOG00000023805
ENSRNOT00000030600	ENSRNOG00000028206
ENSRNOT00000030604	ENSRNOG00000028523
ENSRNOT00000030610	ENSRNOG00000026150
ENSRNOT00000030613	ENSRNOG00000024426
ENSRNOT00000030617	ENSRNOG00000023700
ENSRNOT00000030623	ENSRNOG00000025711
ENSRNOT00000030625	ENSRNOG00000022428
ENSRNOT00000030635	ENSRNOG00000046489
ENSRNOT00000030642	ENSRNOG00000027949
ENSRNOT00000030645	ENSRNOG00000014543
ENSRNOT00000030656	ENSRNOG00000022386
ENSRNOT00000030658	ENSRNOG00000025796
ENSRNOT00000030677	ENSRNOG00000002723
ENSRNOT00000030680	ENSRNOG00000027630
ENSRNOT00000030686	ENSRNOG00000025014
ENSRNOT00000030687	ENSRNOG00000023367
ENSRNOT00000030692	ENSRNOG00000023005
ENSRNOT00000030694	ENSRNOG00000022514
ENSRNOT00000030700	ENSRNOG00000027908
ENSRNOT00000030704	ENSRNOG00000021872
ENSRNOT00000030706	ENSRNOG00000022697
ENSRNOT00000030707	ENSRNOG00000028324
ENSRNOT00000030720	ENSRNOG00000027350
ENSRNOT00000030726	ENSRNOG00000023433
ENSRNOT00000030732	ENSRNOG00000036743
ENSRNOT00000030737	ENSRNOG00000024041
ENSRNOT00000030745	ENSRNOG00000009719
ENSRNOT00000030749	ENSRNOG00000022502
ENSRNOT00000030750	ENSRNOG00000028215
ENSRNOT00000030754	ENSRNOG00000025980
ENSRNOT00000030757	ENSRNOG00000001323
ENSRNOT00000030760	ENSRNOG00000026745
ENSRNOT00000030761	ENSRNOG00000023385
ENSRNOT00000030768	ENSRNOG00000022524
ENSRNOT00000030771	ENSRNOG00000026157
ENSRNOT00000030776	ENSRNOG00000046322
ENSRNOT00000030782	ENSRNOG00000022485
ENSRNOT00000030784	ENSRNOG00000021678
ENSRNOT00000030794	ENSRNOG00000022387
ENSRNOT00000030798	ENSRNOG00000022636
ENSRNOT00000030803	ENSRNOG00000024372
ENSRNOT00000030811	ENSRNOG00000021960
ENSRNOT00000030813	ENSRNOG00000021430
ENSRNOT00000030823	ENSRNOG00000022171
ENSRNOT00000030825	ENSRNOG00000023605
ENSRNOT00000030827	ENSRNOG00000017191
ENSRNOT00000030832	ENSRNOG00000028984
ENSRNOT00000030837	ENSRNOG00000023271
ENSRNOT00000030841	ENSRNOG00000027891
ENSRNOT00000030850	ENSRNOG00000027592
ENSRNOT00000030857	ENSRNOG00000047922
ENSRNOT00000030864	ENSRNOG00000021904
ENSRNOT00000030879	ENSRNOG00000037562
ENSRNOT00000030881	ENSRNOG00000026676
ENSRNOT00000030885	ENSRNOG00000027901
ENSRNOT00000030891	ENSRNOG00000028556
ENSRNOT00000030892	ENSRNOG00000026616
ENSRNOT00000030893	ENSRNOG00000023688
ENSRNOT00000030895	ENSRNOG00000027102
ENSRNOT00000030900	ENSRNOG00000024257
ENSRNOT00000030909	ENSRNOG00000027004
ENSRNOT00000030912	ENSRNOG00000011823
ENSRNOT00000030913	ENSRNOG00000025558
ENSRNOT00000030914	ENSRNOG00000025167
ENSRNOT00000030919	ENSRNOG00000022619
ENSRNOT00000030922	ENSRNOG00000051020
ENSRNOT00000030926	ENSRNOG00000027593
ENSRNOT00000030931	ENSRNOG00000043328
ENSRNOT00000030934	ENSRNOG00000025768
ENSRNOT00000030943	ENSRNOG00000022260
ENSRNOT00000030960	ENSRNOG00000017956
ENSRNOT00000030962	ENSRNOG00000030698
ENSRNOT00000030966	ENSRNOG00000026060
ENSRNOT00000030967	ENSRNOG00000024025
ENSRNOT00000030971	ENSRNOG00000028627
ENSRNOT00000030972	ENSRNOG00000026374
ENSRNOT00000030975	ENSRNOG00000023463
ENSRNOT00000030978	ENSRNOG00000022637
ENSRNOT00000030984	ENSRNOG00000025931
ENSRNOT00000030985	ENSRNOG00000021892
ENSRNOT00000030991	ENSRNOG00000005883
ENSRNOT00000030993	ENSRNOG00000022163
ENSRNOT00000030996	ENSRNOG00000025185
ENSRNOT00000031005	ENSRNOG00000025053
ENSRNOT00000031007	ENSRNOG00000027514
ENSRNOT00000031015	ENSRNOG00000030104
ENSRNOT00000031018	ENSRNOG00000014935
ENSRNOT00000031025	ENSRNOG00000022839
ENSRNOT00000031026	ENSRNOG00000024410
ENSRNOT00000031033	ENSRNOG00000024364
ENSRNOT00000031035	ENSRNOG00000007611
ENSRNOT00000031036	ENSRNOG00000010064
ENSRNOT00000031043	ENSRNOG00000036817
ENSRNOT00000031044	ENSRNOG00000024266
ENSRNOT00000031045	ENSRNOG00000023095
ENSRNOT00000031047	ENSRNOG00000026217
ENSRNOT00000031053	ENSRNOG00000026813
ENSRNOT00000031058	ENSRNOG00000026203
ENSRNOT00000031064	ENSRNOG00000025860
ENSRNOT00000031067	ENSRNOG00000023985
ENSRNOT00000031074	ENSRNOG00000021776
ENSRNOT00000031076	ENSRNOG00000021885
ENSRNOT00000031083	ENSRNOG00000042309
ENSRNOT00000031085	ENSRNOG00000024366
ENSRNOT00000031103	ENSRNOG00000038336
ENSRNOT00000031109	ENSRNOG00000023991
ENSRNOT00000031115	ENSRNOG00000019164
ENSRNOT00000031117	ENSRNOG00000022802
ENSRNOT00000031118	ENSRNOG00000039860
ENSRNOT00000031138	ENSRNOG00000025000
ENSRNOT00000031149	ENSRNOG00000001103
ENSRNOT00000031157	ENSRNOG00000021945
ENSRNOT00000031161	ENSRNOG00000024961
ENSRNOT00000031163	ENSRNOG00000025302
ENSRNOT00000031164	ENSRNOG00000028629
ENSRNOT00000031170	ENSRNOG00000024433
ENSRNOT00000031172	ENSRNOG00000017673
ENSRNOT00000031173	ENSRNOG00000045741
ENSRNOT00000031175	ENSRNOG00000023633
ENSRNOT00000031179	ENSRNOG00000024733
ENSRNOT00000031189	ENSRNOG00000005933
ENSRNOT00000031190	ENSRNOG00000025005
ENSRNOT00000031191	ENSRNOG00000023202
ENSRNOT00000031193	ENSRNOG00000027617
ENSRNOT00000031200	ENSRNOG00000023637
ENSRNOT00000031205	ENSRNOG00000047574
ENSRNOT00000031207	ENSRNOG00000022852
ENSRNOT00000031208	ENSRNOG00000023768
ENSRNOT00000031225	ENSRNOG00000022838
ENSRNOT00000031227	ENSRNOG00000021103
ENSRNOT00000031230	ENSRNOG00000025584
ENSRNOT00000031231	ENSRNOG00000026787
ENSRNOT00000031235	ENSRNOG00000024350
ENSRNOT00000031236	ENSRNOG00000012140
ENSRNOT00000031243	ENSRNOG00000021517
ENSRNOT00000031244	ENSRNOG00000026578
ENSRNOT00000031252	ENSRNOG00000022664
ENSRNOT00000031254	ENSRNOG00000024278
ENSRNOT00000031257	ENSRNOG00000032859
ENSRNOT00000031258	ENSRNOG00000022900
ENSRNOT00000031261	ENSRNOG00000022066
ENSRNOT00000031262	ENSRNOG00000026171
ENSRNOT00000031267	ENSRNOG00000012663
ENSRNOT00000031272	ENSRNOG00000025592
ENSRNOT00000031275	ENSRNOG00000043210
ENSRNOT00000031284	ENSRNOG00000038174
ENSRNOT00000031286	ENSRNOG00000026033
ENSRNOT00000031291	ENSRNOG00000028623
ENSRNOT00000031297	ENSRNOG00000026982
ENSRNOT00000031313	ENSRNOG00000008410
ENSRNOT00000031315	ENSRNOG00000027940
ENSRNOT00000031316	ENSRNOG00000027911
ENSRNOT00000031326	ENSRNOG00000037798
ENSRNOT00000031328	ENSRNOG00000016768
ENSRNOT00000031331	ENSRNOG00000012094
ENSRNOT00000031334	ENSRNOG00000022610
ENSRNOT00000031336	ENSRNOG00000021433
ENSRNOT00000031337	ENSRNOG00000027196
ENSRNOT00000031345	ENSRNOG00000026225
ENSRNOT00000031348	ENSRNOG00000042985
ENSRNOT00000031352	ENSRNOG00000023220
ENSRNOT00000031353	ENSRNOG00000022950
ENSRNOT00000031360	ENSRNOG00000021851
ENSRNOT00000031362	ENSRNOG00000023480
ENSRNOT00000031365	ENSRNOG00000008622
ENSRNOT00000031367	ENSRNOG00000025151
ENSRNOT00000031370	ENSRNOG00000027066
ENSRNOT00000031384	ENSRNOG00000023538
ENSRNOT00000031385	ENSRNOG00000027410
ENSRNOT00000031389	ENSRNOG00000027906
ENSRNOT00000031394	ENSRNOG00000022738
ENSRNOT00000031397	ENSRNOG00000028288
ENSRNOT00000031400	ENSRNOG00000028344
ENSRNOT00000031401	ENSRNOG00000001829
ENSRNOT00000031404	ENSRNOG00000028619
ENSRNOT00000031418	ENSRNOG00000028543
ENSRNOT00000031419	ENSRNOG00000023091
ENSRNOT00000031425	ENSRNOG00000023404
ENSRNOT00000031432	ENSRNOG00000043103
ENSRNOT00000031438	ENSRNOG00000021445
ENSRNOT00000031448	ENSRNOG00000017346
ENSRNOT00000031458	ENSRNOG00000023023
ENSRNOT00000031462	ENSRNOG00000027919
ENSRNOT00000031463	ENSRNOG00000009403
ENSRNOT00000031464	ENSRNOG00000027888
ENSRNOT00000031472	ENSRNOG00000028356
ENSRNOT00000031481	ENSRNOG00000043289
ENSRNOT00000031484	ENSRNOG00000037217
ENSRNOT00000031487	ENSRNOG00000021670
ENSRNOT00000031488	ENSRNOG00000023496
ENSRNOT00000031492	ENSRNOG00000026821
ENSRNOT00000031498	ENSRNOG00000021682
ENSRNOT00000031504	ENSRNOG00000028576
ENSRNOT00000031509	ENSRNOG00000022751
ENSRNOT00000031512	ENSRNOG00000027976
ENSRNOT00000031519	ENSRNOG00000023081
ENSRNOT00000031524	ENSRNOG00000026134
ENSRNOT00000031530	ENSRNOG00000027355
ENSRNOT00000031542	ENSRNOG00000018378
ENSRNOT00000031545	ENSRNOG00000022718
ENSRNOT00000031548	ENSRNOG00000000428
ENSRNOT00000031549	ENSRNOG00000025808
ENSRNOT00000031555	ENSRNOG00000023546
ENSRNOT00000031564	ENSRNOG00000023112
ENSRNOT00000031568	ENSRNOG00000023122
ENSRNOT00000031571	ENSRNOG00000021881
ENSRNOT00000031577	ENSRNOG00000022727
ENSRNOT00000031580	ENSRNOG00000021425
ENSRNOT00000031583	ENSRNOG00000021866
ENSRNOT00000031586	ENSRNOG00000028616
ENSRNOT00000031588	ENSRNOG00000024256
ENSRNOT00000031595	ENSRNOG00000026239
ENSRNOT00000031607	ENSRNOG00000026775
ENSRNOT00000031612	ENSRNOG00000023151
ENSRNOT00000031613	ENSRNOG00000023154
ENSRNOT00000031614	ENSRNOG00000028176
ENSRNOT00000031618	ENSRNOG00000022536
ENSRNOT00000031622	ENSRNOG00000026775
ENSRNOT00000031623	ENSRNOG00000027955
ENSRNOT00000031625	ENSRNOG00000018168
ENSRNOT00000031626	ENSRNOG00000029768
ENSRNOT00000031629	ENSRNOG00000026659
ENSRNOT00000031638	ENSRNOG00000056826
ENSRNOT00000031640	ENSRNOG00000027914
ENSRNOT00000031642	ENSRNOG00000001942
ENSRNOT00000031650	ENSRNOG00000027645
ENSRNOT00000031653	ENSRNOG00000028259
ENSRNOT00000031656	ENSRNOG00000026286
ENSRNOT00000031658	ENSRNOG00000028584
ENSRNOT00000031667	ENSRNOG00000022298
ENSRNOT00000031670	ENSRNOG00000023163
ENSRNOT00000031672	ENSRNOG00000014483
ENSRNOT00000031678	ENSRNOG00000023318
ENSRNOT00000031680	ENSRNOG00000039591
ENSRNOT00000031683	ENSRNOG00000023195
ENSRNOT00000031692	ENSRNOG00000022565
ENSRNOT00000031693	ENSRNOG00000023126
ENSRNOT00000031701	ENSRNOG00000023473
ENSRNOT00000031704	ENSRNOG00000030729
ENSRNOT00000031706	ENSRNOG00000019958
ENSRNOT00000031714	ENSRNOG00000021468
ENSRNOT00000031717	ENSRNOG00000028652
ENSRNOT00000031730	ENSRNOG00000027935
ENSRNOT00000031734	ENSRNOG00000016737
ENSRNOT00000031735	ENSRNOG00000027660
ENSRNOT00000031739	ENSRNOG00000021887
ENSRNOT00000031741	ENSRNOG00000026085
ENSRNOT00000031743	ENSRNOG00000016408
ENSRNOT00000031745	ENSRNOG00000028266
ENSRNOT00000031746	ENSRNOG00000021685
ENSRNOT00000031748	ENSRNOG00000011317
ENSRNOT00000031756	ENSRNOG00000026585
ENSRNOT00000031759	ENSRNOG00000012689
ENSRNOT00000031762	ENSRNOG00000026786
ENSRNOT00000031767	ENSRNOG00000028611
ENSRNOT00000031768	ENSRNOG00000028235
ENSRNOT00000031770	ENSRNOG00000013836
ENSRNOT00000031780	ENSRNOG00000025031
ENSRNOT00000031783	ENSRNOG00000015520
ENSRNOT00000031786	ENSRNOG00000028628
ENSRNOT00000031788	ENSRNOG00000028640
ENSRNOT00000031789	ENSRNOG00000028194
ENSRNOT00000031792	ENSRNOG00000027152
ENSRNOT00000031796	ENSRNOG00000025602
ENSRNOT00000031807	ENSRNOG00000023841
ENSRNOT00000031808	ENSRNOG00000023187
ENSRNOT00000031809	ENSRNOG00000026715
ENSRNOT00000031811	ENSRNOG00000026801
ENSRNOT00000031812	ENSRNOG00000024671
ENSRNOT00000031815	ENSRNOG00000027899
ENSRNOT00000031819	ENSRNOG00000001865
ENSRNOT00000031820	ENSRNOG00000024754
ENSRNOT00000031842	ENSRNOG00000026905
ENSRNOT00000031851	ENSRNOG00000021584
ENSRNOT00000031852	ENSRNOG00000023946
ENSRNOT00000031855	ENSRNOG00000013602
ENSRNOT00000031866	ENSRNOG00000024085
ENSRNOT00000031868	ENSRNOG00000027432
ENSRNOT00000031871	ENSRNOG00000026793
ENSRNOT00000031873	ENSRNOG00000024288
ENSRNOT00000031887	ENSRNOG00000027533
ENSRNOT00000031889	ENSRNOG00000001915
ENSRNOT00000031891	ENSRNOG00000023360
ENSRNOT00000031893	ENSRNOG00000026979
ENSRNOT00000031896	ENSRNOG00000028733
ENSRNOT00000031901	ENSRNOG00000000999
ENSRNOT00000031904	ENSRNOG00000027434
ENSRNOT00000031905	ENSRNOG00000024450
ENSRNOT00000031908	ENSRNOG00000026503
ENSRNOT00000031909	ENSRNOG00000024136
ENSRNOT00000031914	ENSRNOG00000027032
ENSRNOT00000031916	ENSRNOG00000023397
ENSRNOT00000031921	ENSRNOG00000026811
ENSRNOT00000031922	ENSRNOG00000023384
ENSRNOT00000031923	ENSRNOG00000050823
ENSRNOT00000031925	ENSRNOG00000036585
ENSRNOT00000031927	ENSRNOG00000037455
ENSRNOT00000031928	ENSRNOG00000025724
ENSRNOT00000031932	ENSRNOG00000026428
ENSRNOT00000031935	ENSRNOG00000026235
ENSRNOT00000031943	ENSRNOG00000026817
ENSRNOT00000031946	ENSRNOG00000026807
ENSRNOT00000031951	ENSRNOG00000023410
ENSRNOT00000031963	ENSRNOG00000006469
ENSRNOT00000031964	ENSRNOG00000009022
ENSRNOT00000031973	ENSRNOG00000024429
ENSRNOT00000031974	ENSRNOG00000022521
ENSRNOT00000031977	ENSRNOG00000000257
ENSRNOT00000031978	ENSRNOG00000023452
ENSRNOT00000031979	ENSRNOG00000021919
ENSRNOT00000031984	ENSRNOG00000025618
ENSRNOT00000031986	ENSRNOG00000026252
ENSRNOT00000031988	ENSRNOG00000018373
ENSRNOT00000031991	ENSRNOG00000049829
ENSRNOT00000031993	ENSRNOG00000018006
ENSRNOT00000031997	ENSRNOG00000028803
ENSRNOT00000032015	ENSRNOG00000026605
ENSRNOT00000032016	ENSRNOG00000023476
ENSRNOT00000032026	ENSRNOG00000024309
ENSRNOT00000032027	ENSRNOG00000024461
ENSRNOT00000032030	ENSRNOG00000023477
ENSRNOT00000032047	ENSRNOG00000024470
ENSRNOT00000032056	ENSRNOG00000024112
ENSRNOT00000032059	ENSRNOG00000022707
ENSRNOT00000032062	ENSRNOG00000023493
ENSRNOT00000032076	ENSRNOG00000025767
ENSRNOT00000032077	ENSRNOG00000010397
ENSRNOT00000032089	ENSRNOG00000021314
ENSRNOT00000032092	ENSRNOG00000002616
ENSRNOT00000032106	ENSRNOG00000010840
ENSRNOT00000032108	ENSRNOG00000023116
ENSRNOT00000032109	ENSRNOG00000023532
ENSRNOT00000032112	ENSRNOG00000023561
ENSRNOT00000032116	ENSRNOG00000025365
ENSRNOT00000032121	ENSRNOG00000038132
ENSRNOT00000032122	ENSRNOG00000010903
ENSRNOT00000032123	ENSRNOG00000023528
ENSRNOT00000032126	ENSRNOG00000022967
ENSRNOT00000032130	ENSRNOG00000002035
ENSRNOT00000032152	ENSRNOG00000009994
ENSRNOT00000032154	ENSRNOG00000021484
ENSRNOT00000032156	ENSRNOG00000002153
ENSRNOT00000032157	ENSRNOG00000027017
ENSRNOT00000032158	ENSRNOG00000025209
ENSRNOT00000032159	ENSRNOG00000024019
ENSRNOT00000032162	ENSRNOG00000028292
ENSRNOT00000032163	ENSRNOG00000010626
ENSRNOT00000032173	ENSRNOG00000022712
ENSRNOT00000032174	ENSRNOG00000022321
ENSRNOT00000032185	ENSRNOG00000029861
ENSRNOT00000032189	ENSRNOG00000025502
ENSRNOT00000032191	ENSRNOG00000023530
ENSRNOT00000032193	ENSRNOG00000025612
ENSRNOT00000032199	ENSRNOG00000024411
ENSRNOT00000032200	ENSRNOG00000021659
ENSRNOT00000032202	ENSRNOG00000024104
ENSRNOT00000032204	ENSRNOG00000019339
ENSRNOT00000032208	ENSRNOG00000024026
ENSRNOT00000032218	ENSRNOG00000042929
ENSRNOT00000032229	ENSRNOG00000028632
ENSRNOT00000032232	ENSRNOG00000018803
ENSRNOT00000032236	ENSRNOG00000027024
ENSRNOT00000032240	ENSRNOG00000023210
ENSRNOT00000032244	ENSRNOG00000028353
ENSRNOT00000032248	ENSRNOG00000008587
ENSRNOT00000032249	ENSRNOG00000026653
ENSRNOT00000032250	ENSRNOG00000022483
ENSRNOT00000032252	ENSRNOG00000025518
ENSRNOT00000032254	ENSRNOG00000021499
ENSRNOT00000032257	ENSRNOG00000028386
ENSRNOT00000032263	ENSRNOG00000021899
ENSRNOT00000032273	ENSRNOG00000026518
ENSRNOT00000032274	ENSRNOG00000026661
ENSRNOT00000032275	ENSRNOG00000013321
ENSRNOT00000032280	ENSRNOG00000008095
ENSRNOT00000032289	ENSRNOG00000026310
ENSRNOT00000032290	ENSRNOG00000028394
ENSRNOT00000032294	ENSRNOG00000010664
ENSRNOT00000032299	ENSRNOG00000026271
ENSRNOT00000032300	ENSRNOG00000023612
ENSRNOT00000032301	ENSRNOG00000022094
ENSRNOT00000032306	ENSRNOG00000027942
ENSRNOT00000032309	ENSRNOG00000042623
ENSRNOT00000032316	ENSRNOG00000030247
ENSRNOT00000032324	ENSRNOG00000025160
ENSRNOT00000032330	ENSRNOG00000027916
ENSRNOT00000032333	ENSRNOG00000026805
ENSRNOT00000032337	ENSRNOG00000021986
ENSRNOT00000032339	ENSRNOG00000021713
ENSRNOT00000032342	ENSRNOG00000021867
ENSRNOT00000032351	ENSRNOG00000047473
ENSRNOT00000032355	ENSRNOG00000023640
ENSRNOT00000032359	ENSRNOG00000019024
ENSRNOT00000032363	ENSRNOG00000024625
ENSRNOT00000032366	ENSRNOG00000028670
ENSRNOT00000032368	ENSRNOG00000028636
ENSRNOT00000032374	ENSRNOG00000022632
ENSRNOT00000032376	ENSRNOG00000010899
ENSRNOT00000032383	ENSRNOG00000021992
ENSRNOT00000032386	ENSRNOG00000021731
ENSRNOT00000032387	ENSRNOG00000023668
ENSRNOT00000032388	ENSRNOG00000023683
ENSRNOT00000032394	ENSRNOG00000049868
ENSRNOT00000032408	ENSRNOG00000024182
ENSRNOT00000032417	ENSRNOG00000024651
ENSRNOT00000032419	ENSRNOG00000019052
ENSRNOT00000032424	ENSRNOG00000013422
ENSRNOT00000032429	ENSRNOG00000025003
ENSRNOT00000032430	ENSRNOG00000028362
ENSRNOT00000032433	ENSRNOG00000000138
ENSRNOT00000032439	ENSRNOG00000028273
ENSRNOT00000032454	ENSRNOG00000016800
ENSRNOT00000032459	ENSRNOG00000023578
ENSRNOT00000032467	ENSRNOG00000023494
ENSRNOT00000032477	ENSRNOG00000021723
ENSRNOT00000032481	ENSRNOG00000027628
ENSRNOT00000032495	ENSRNOG00000021796
ENSRNOT00000032505	ENSRNOG00000007937
ENSRNOT00000032514	ENSRNOG00000021831
ENSRNOT00000032518	ENSRNOG00000026420
ENSRNOT00000032522	ENSRNOG00000026227
ENSRNOT00000032528	ENSRNOG00000023181
ENSRNOT00000032529	ENSRNOG00000026196
ENSRNOT00000032535	ENSRNOG00000021004
ENSRNOT00000032536	ENSRNOG00000025562
ENSRNOT00000032558	ENSRNOG00000023746
ENSRNOT00000032563	ENSRNOG00000022572
ENSRNOT00000032566	ENSRNOG00000028216
ENSRNOT00000032568	ENSRNOG00000027979
ENSRNOT00000032569	ENSRNOG00000024040
ENSRNOT00000032587	ENSRNOG00000023833
ENSRNOT00000032588	ENSRNOG00000027988
ENSRNOT00000032589	ENSRNOG00000024412
ENSRNOT00000032600	ENSRNOG00000048193
ENSRNOT00000032601	ENSRNOG00000045973
ENSRNOT00000032613	ENSRNOG00000023150
ENSRNOT00000032617	ENSRNOG00000028267
ENSRNOT00000032618	ENSRNOG00000039994
ENSRNOT00000032620	ENSRNOG00000007818
ENSRNOT00000032631	ENSRNOG00000021843
ENSRNOT00000032634	ENSRNOG00000018740
ENSRNOT00000032663	ENSRNOG00000027691
ENSRNOT00000032664	ENSRNOG00000023508
ENSRNOT00000032667	ENSRNOG00000023753
ENSRNOT00000032685	ENSRNOG00000021303
ENSRNOT00000032690	ENSRNOG00000023814
ENSRNOT00000032693	ENSRNOG00000024420
ENSRNOT00000032698	ENSRNOG00000023511
ENSRNOT00000032704	ENSRNOG00000009481
ENSRNOT00000032707	ENSRNOG00000022139
ENSRNOT00000032719	ENSRNOG00000022720
ENSRNOT00000032723	ENSRNOG00000021847
ENSRNOT00000032726	ENSRNOG00000022406
ENSRNOT00000032728	ENSRNOG00000025214
ENSRNOT00000032737	ENSRNOG00000025370
ENSRNOT00000032739	ENSRNOG00000021691
ENSRNOT00000032742	ENSRNOG00000008369
ENSRNOT00000032743	ENSRNOG00000022791
ENSRNOT00000032772	ENSRNOG00000028219
ENSRNOT00000032780	ENSRNOG00000001469
ENSRNOT00000032782	ENSRNOG00000023760
ENSRNOT00000032783	ENSRNOG00000023588
ENSRNOT00000032785	ENSRNOG00000023428
ENSRNOT00000032786	ENSRNOG00000007654
ENSRNOT00000032787	ENSRNOG00000022882
ENSRNOT00000032792	ENSRNOG00000023861
ENSRNOT00000032796	ENSRNOG00000023863
ENSRNOT00000032802	ENSRNOG00000024569
ENSRNOT00000032808	ENSRNOG00000028319
ENSRNOT00000032816	ENSRNOG00000026844
ENSRNOT00000032825	ENSRNOG00000025030
ENSRNOT00000032826	ENSRNOG00000021910
ENSRNOT00000032829	ENSRNOG00000024766
ENSRNOT00000032832	ENSRNOG00000025638
ENSRNOT00000032837	ENSRNOG00000026753
ENSRNOT00000032838	ENSRNOG00000024425
ENSRNOT00000032843	ENSRNOG00000025042
ENSRNOT00000032844	ENSRNOG00000028414
ENSRNOT00000032856	ENSRNOG00000021953
ENSRNOT00000032859	ENSRNOG00000025034
ENSRNOT00000032865	ENSRNOG00000023130
ENSRNOT00000032874	ENSRNOG00000028328
ENSRNOT00000032879	ENSRNOG00000021206
ENSRNOT00000032881	ENSRNOG00000023935
ENSRNOT00000032893	ENSRNOG00000022586
ENSRNOT00000032904	ENSRNOG00000018061
ENSRNOT00000032908	ENSRNOG00000022174
ENSRNOT00000032909	ENSRNOG00000017986
ENSRNOT00000032918	ENSRNOG00000023509
ENSRNOT00000032922	ENSRNOG00000023968
ENSRNOT00000032926	ENSRNOG00000026647
ENSRNOT00000032928	ENSRNOG00000025626
ENSRNOT00000032933	ENSRNOG00000018885
ENSRNOT00000032934	ENSRNOG00000022232
ENSRNOT00000032937	ENSRNOG00000030689
ENSRNOT00000032941	ENSRNOG00000004900
